Area,Piste,Ref,Difficulty,Routes,Length,Avg Angle,Max Angle
Châtel,"La Combe",,intermediate,2,1587.6493445206495,13.268404310391652,27.55796217808839
Stubaier Gletscher,"10 Fernauferner",,easy,1,1565.2917312210843,11.750354645797913,23.32307608425596
,"Patenailles",,easy,1,767.7321599267304,9.28829114463888,23.620794345488623
,"Laax 38",,easy,1,3526.118925449429,7.365135522366951,15.376542730929618
Area Sciistica Abetone,"Zeno 2",,easy,2,1064.4055275288222,0.0,0.0
Pralognan-la-Vanoise,"Arcelin",,novice,2,1137.8974456845235,4.58934222364429,15.775762807976834
Les Trois Vallées,"BK Park",140,easy,1,1457.0661406215413,8.20057117333529,14.60139395465291
,"Slalomstrecke",,intermediate,1,384.6630700914382,14.365084251725818,20.724760267214332
,"Talabfahrt Bramberg",,intermediate,1,1239.012053203538,10.080296708558388,25.258926152368677
,"Medici",,easy,1,857.9131433575074,13.275829747152835,17.697070990477616
Valfréjus,"Crête",,easy,1,925.3797120065337,12.134510803888466,20.047918735177078
Innerkrems,"Familien-Abfahrt",,intermediate,1,2188.9855904747137,15.015739527102529,29.471261670043795
,"Pichlberg",,intermediate,1,1510.8067032005804,12.844691685168382,23.454211801094072
Bardonecchia,"Olimpica",,intermediate,1,1298.536968702514,15.933187456068678,25.650267389517996
,"La Ticky",,easy,1,1636.1428658411091,12.116779028108798,18.78654639665098
,"30",,intermediate,1,119.85475492791144,6.844636979506062,6.471413270895006
Sainte-Foy Tarentaise,"La Savonnette",,intermediate,1,437.7070589183737,17.867826940066116,27.454204341665942
Sportgastein,"Ödenkar",,intermediate,1,1884.5099343269558,11.075345015246441,25.11034234706733
La Colmiane,"Le Suc",,easy,1,1394.9356142860286,5.171547729165952,17.76571877267099
,"Cady Sit",,intermediate,1,670.7902147807027,11.474661286316387,18.831274473541832
Skigebiet Hinterstoder,"Standardabfahrt",,intermediate,1,1315.9755300583404,14.321262429575688,25.598644109912332
Maria Alm - Hochkönig,"Schneebergabfahrt",,easy,2,685.9594964791935,7.612043146183198,13.453779527156813
Le Semnoz,"Bûcherons",,novice,3,1721.8387388331814,5.97962196899795,13.020437105742058
,"Roche aux fées",,easy,1,1459.3469392527072,11.956123926666182,21.729920031089037
Chamonix Mont-Blanc,"Coqs",,easy,1,880.0734885592113,14.079403122499855,32.14304132041067
Jaun-Gastlosen Bergbahnen,"Pilarda",,easy,1,3869.307991856983,8.0308236010321,22.234539572654704
,"Traverse",,easy,1,1099.3881499885986,5.748713863751589,11.827143446037729
Artesina,"Costa Losera",,intermediate,1,1586.3481943562115,8.266610001210228,17.89971037560147
,"Zénith",,intermediate,1,989.6827148847897,8.041389344241512,11.355319707941351
,"Ständli",,easy,1,862.774881282158,14.121211032448635,19.96555482781548
Serre-Chevalier,"Sellettes",,easy,3,2384.6741505524674,9.324681283290216,22.89828224950852
,"Choucas",,novice,1,351.00989609497856,11.938962734647367,16.884519494280188
Präbichl,"Skischul-Abfahrt",,easy,1,731.7038506116336,6.13385165411557,9.939502208649252
Espace Diamant (Les Saisies),"Les Déserts",,easy,1,1310.9965340181348,11.412767586279134,19.780224989143434
Espace Killy,"Anciens téléskis de Grande Balme",,freeride,1,796.0752645245831,14.717981515562599,29.39467172449856
,"Leite",,intermediate,1,605.0224489139061,8.910735001186836,18.930382813422344
Lech/Zürs,"Seekopf",16,intermediate,1,998.83075848149,14.61852768037351,24.018191112690598
,"",1a,easy,1,1099.2034834455626,10.717253714239277,26.886782351611103
,"Eggalm Nordabfahrt-Pfanne",2a,intermediate,2,946.2130876576136,13.97765971607054,24.467015141072388
Saint-Luc - Chandolin,"Prilet",,intermediate,1,763.7094145235781,13.778140431128849,21.00709719192216
Chamonix Mont-Blanc,"Vioz Sources",,easy,2,424.7270740763983,7.688037771269882,14.371499422692745
,"(61) Corna Rossa",,easy,1,300.2790406660633,4.943553564272583,6.521827407705803
Pettneu,"",4,easy,1,385.8182967467605,9.307926452025066,15.37208341585614
Espace Killy,"Aiguille Percée",,advanced,1,850.5266333411349,12.764883453098967,32.12481670362714
Les Deux Alpes,"Puy-Salié 1",,easy,1,1953.34357636984,7.127526182806727,13.781776675881831
,"Colalto",,easy,2,667.2684217679333,7.330142211248826,11.394150330888246
,"15",,intermediate,1,1890.4553529916188,11.843627818143396,22.814104372235736
,"Theodulo - Plan Maison",,easy,1,705.779932142317,8.876268174087981,15.26302015194782
,"",20d,easy,1,19.940085067440904,2.6564511186046493,0.0
Le Grand-Bornand,"Les Lanches",,intermediate,1,573.8188780881328,19.87370593269065,27.54435107239965
Bonneval-sur-Arc,"Tétras",,easy,1,623.684698903382,9.502731657472962,17.684388208703037
Skigebiet Gaißau-Hintersee,"Kurvenlift",,easy,1,2406.886781664304,10.83094506357958,21.17822610035583
Les Orres,"Liaison Ecureuil-Myrtilles",,intermediate,1,165.2759055521941,5.198072060913725,9.269545299306838
,"Fontaine Ronde",,intermediate,2,1650.330180887985,11.650613387273014,19.629620868971884
,"Coll. Campetti - Palabione",,easy,1,504.3251562560312,7.215284544271649,10.82720503130134
,"Myrtilles",,easy,1,480.17050159249015,7.93507598244227,15.59077135141157
Chamonix Mont-Blanc,"Kandahar Inférieur Schuss Battendier",,advanced,2,1331.2054587915359,13.709018051159857,22.43368882160293
Sestriere,"La Blu",,easy,1,1491.2847472404985,9.354951527463198,21.42262576865685
,"Campo scuola",,novice,1,96.59552377904238,0.0,0.0
Rogla,"Ostruščica I",,intermediate,1,631.6831751049984,8.76303770474491,21.851505645273406
Espace Diamant (Les Saisies),"Les chalets Brûlés",,intermediate,1,775.0294783578573,10.528298621445893,22.206386613850576
Les Gets - Morzine,"Piste F",,intermediate,1,1735.7550117865578,12.397441199851501,29.642512604074863
Le Grand Massif,"Turquoise",,easy,1,672.324172199611,8.995340772587507,13.045944835713435
,"Ski Bor",,novice,0
Megève,"Scion",,intermediate,1,1105.4389358973192,14.293021145027344,27.172636772136666
Les Trois Vallées,"Roc de Fer",,easy,2,3137.7675901496928,12.747591406162192,27.208305107306494
,"Benni Raich Abfahrt",,advanced,1,229.8682614967846,20.209070513929348,23.52072767884993
,"45e parallèle",,easy,1,509.4226333706542,18.455082737655342,21.432775350793143
,"Zwäckenstrasse",,easy,1,2190.0843835387072,4.327260255108404,17.212273786399958
Area Sciisitica Febbio - Rescadore,"Variante 2 Lama Golese",,intermediate,1,171.77138934331896,0.0,0.0
,"",2,intermediate,1,391.3322772680938,16.27576014935987,23.100465295972562
,"Padeon",,intermediate,1,887.9731483686134,12.984701981476741,23.412540758629405
Les Deux Alpes,"Fée 2",,easy,2,3616.6823500125524,7.705631483332658,32.03320789308877
Val Cenis Vanoise,"Traverse",,easy,1,4114.686839696239,5.659201646740763,29.989851275817614
Aussois,"Les Cotes",,novice,1,3624.4326757005088,5.543384186036529,24.12636030703289
,"Rastkogel Grauer Spitz",61,intermediate,1,975.0186493793168,13.197353228331798,28.429190850950658
Le Grand Massif,"Cascades",,easy,1,6403.03971352607,7.862955482687789,20.65109519085321
Le Collet d'Allevard,"Blanchot",,intermediate,1,956.5398040825542,14.06659716861236,23.879953832267
,"Plan Torrette-Pre de Veau",,intermediate,1,1231.1515154380459,12.214221816954142,17.81485268827513
Les Trois Vallées,"Roches Grises",,intermediate,1,820.7646430357808,16.292755000107693,30.086601593088407
Frabosa Soprana,"Muro Malanotte",,advanced,1,581.6287383598915,16.41111653280737,28.60746201382902
Les Trois Vallées,"Indiens",,easy,1,1314.4656950903345,6.675823340928556,16.04194841522412
Espace Diamant (Les Saisies),"Les 3 coins",,easy,1,830.2252266360704,8.137638523475582,16.280485233890644
Les Karellis,"arpons",,easy,1,139.94027877597617,11.396752922795683,14.745605030642707
,"Petite Gentiane",,novice,1,235.77183677285532,11.099174956799569,15.583575555941282
,"Loischbahn Berg - Tal",23,easy,1,47.058019610583145,19.932401145772754,0.0
Skigebiet Söllereck,"Schrattenwang Ost",,intermediate,1,225.6142710463167,18.416024277190463,25.763814426648704
Courmayeur,"Aretù",14,intermediate,1,1870.1352590703727,11.508108563687848,26.245290424495384
Nassfeld,"Watschiger-Alm-Abfahrt",,intermediate,1,1106.3732481826564,12.886571382150928,27.860163723218808
Serfaus Fiss Ladis,"Gondeabfahrt",,intermediate,1,1335.1633835850598,16.014176396297156,26.286467128110516
Stubaier Gletscher,"20 Kogelferner",,intermediate,1,1025.3194966849146,15.083707857312172,23.649826650583744
Planai,"WM Herrenstrecke",,intermediate,2,2729.5803564777293,14.477909369502106,28.267375827139748
Kitzbühel,"Kaser / Streiteck",,easy,1,564.134896564475,7.998280210261367,17.36059298219773
,"Cadepunt",,easy,1,321.72642051335913,6.661061212894473,12.084480925517056
Kitzbühel,"Hartkaser",,easy,2,1468.7387816090582,8.890514153358373,19.251087123085345
Albiez-Montrond,"Praz Radet",,intermediate,1,1925.7229956444155,15.258024997577689,28.07574880993801
Albiez-Montrond,"Pré Fleury",,intermediate,1,493.4734698315348,15.997425938487316,28.11326762505034
,"1 Armentarola",,easy,1,658.6130913107814,0.7067233847788129,10.466243713627888
Les Gets - Morzine,"Piste A",,intermediate,1,547.4899264457924,20.461736908233902,26.067284451027472
,"Le Rendu",,novice,1,252.0169903684378,7.628504526830576,14.073334881391064
St. Anton am Arlberg,"Kandahar - Galzig",,advanced,4,842.2762438617749,19.890737754573195,30.43146867891014
,"Sattelhornpiste",,advanced,1,808.6027790441366,19.318452893804622,33.46451111740427
Arêches Beaufort,"Combe des Chasseurs",,intermediate,1,973.7358810353732,11.66193590574922,19.62539278712335
Serre-Chevalier,"Rochamout",,easy,2,3484.373063457353,11.480365273768989,23.707614125597036
Savognin,"20 Heidipiste",,intermediate,2,1833.1825442997174,14.26538577561013,24.168243126199325
Metabief - Mont d'or,"Competition",,advanced,1,1093.9571473334179,18.479246418925147,32.4087505220567
Borno,"Pian d'Aprile",,intermediate,3,2099.7087005096864,8.680339800585385,19.143090898765077
Montagnes de Lans,"Lièvre",,novice,1,974.071714920556,7.451067816462654,14.10887959157397
Galsterberg,"Talabfahrt (Mauthang)",,intermediate,1,372.9039958770921,18.13894408075177,20.81294118865768
Queyras - Molines/Saint-Véran,"La Mandarine",,intermediate,1,946.9404595391588,16.526914581111626,24.613637658313205
,"Holzriese II",,advanced,1,776.9911345507581,19.402580600214606,30.4881199930916
Metabief - Mont d'or,"Berche",,easy,1,2107.6218716825215,10.08784417223977,26.823715157055865
,"1",,advanced,1,974.2944444756773,20.947321126646674,25.811952937459974
Skigebiet Annaberger Lifte,"Reidlwiese",,easy,1,844.6234225038684,8.23243532459192,20.46830498657396
,"Jägeralp (Familienabfahrt)",W29,easy,1,62.75642926252711,4.87459283846014,0.0
La Plagne,"Reservoir",,easy,1,357.08610840085527,17.364129461304195,28.55846427278773
Nauders Bergkastel,"19 Wiegenabfahrt",,intermediate,1,2770.7564475333843,15.25150686208021,32.83811086003569
Schigebiet Unterberg,"Lange Mulde",,easy,1,662.1647275536654,9.078963809224124,18.267582620325612
Serfaus Fiss Ladis,"Masner-Alm-Abfahrt",,advanced,1,476.6071668489562,18.525853077107502,28.03984534687094
,"Pierre Aigêe",,novice,1,1513.3359949849146,9.316520850134214,17.076318954291274
,"Gamserrugg Ostabfahrt",,advanced,1,1319.7828485129062,12.10266302770846,27.32611381235664
,"Chäserrugg Ostabfahrt",,intermediate,1,2176.4679439442316,9.919944436874923,22.782900782978643
Les Rousses,"Route Forestière des Tuffes",,novice,1,56.78457927334229,17.7358900561103,0.0
,"Éterlou",,easy,1,1340.014644537549,9.393797030965343,15.888157266797355
,"Gratabfahrt",,intermediate,1,49.928237207056995,6.4346554359633465,0.0
,"Crozats",,advanced,1,2691.9368461623735,18.125804009558234,32.33580761336688
Queyras - Ceillac,"Chaurionde",,intermediate,1,3412.060834149811,9.129007126117452,33.60209152318725
Grindelwald First,"1 Oberjoch - rot",,intermediate,1,1575.0395926602894,12.173053966167638,25.173788175720084
Les Trois Vallées,"Boulevard Rosaël",,easy,1,325.92162023071234,0.4110050468714999,6.5026335403664115
,"Stade",,intermediate,1,334.6493152067401,22.06530314474382,24.71296585246065
,"Truagalait",,intermediate,2,823.4669841746819,10.1504417495096,25.42212360705565
Les Deux Alpes,"Vallons 3",,intermediate,1,401.9628582530051,19.2437978306176,30.481107727147897
Serlesbahnen,"3 Schneeboden",,easy,1,699.4436255107724,6.972895876428864,13.287371780520953
Alpe d'Huez Grand Domaine,"Lièvre Blanc",,intermediate,1,573.074008890692,15.148719588863083,22.931798594110823
Sauze D'Oulx,"53",,easy,1,1257.6655422845304,5.094988514822211,15.87061458534299
,"Babylift",,novice,1,118.00955597677383,5.38290778359588,5.549878854431786
,"Coq 2",,intermediate,1,1354.1814838530506,12.156927963710869,21.75684253979979
Espace Diamant (Les Saisies),"Jonction du Mont Rond",,easy,1,1772.4119155337714,5.490453060114488,17.96351477003143
Arêches Beaufort,"La noire",,advanced,1,475.2369814007004,18.653440651692836,30.168717135192026
,"Lutersee",,advanced,1,584.8696719307723,15.216829524588821,22.32801053220967
,"15 Bayernhang",,easy,1,658.9580866076128,9.887101495773175,19.410292835413095
Skigebiet Hochkar,"Familienabfahrt",,intermediate,1,464.71144584388344,15.61524275216434,32.0920385285021
,"Capriolo",,easy,1,269.51052081545106,3.812351938599985,12.363798998861132
SkiWelt,"Holzalm Abfahrt",,easy,2,1902.402294856688,13.863254195207537,24.115568357107783
,"Zwölferabfahrt",,intermediate,1,218.01272896318443,15.249955747828034,18.40495924128118
,"3",,intermediate,1,377.0897523191991,15.188991237554992,23.16915925071128
Queyras - Aiguilles,"Espace Découverte",,novice,1,237.01979681234994,3.0708114467043806,9.418038738153877
Serfaus Fiss Ladis,"Moosroute",,expert,1,605.4050435548419,21.917470464783495,36.79044881136818
Espace Killy,"Boïu",,novice,1,715.7084385332332,6.408373956800314,12.468472053282765
,"Korer",14,easy,1,1053.7775578691437,8.426650271421474,15.034703561002189
Dorfgastein - Großarltal,"Lärchenhang",,advanced,1,544.1025217340756,18.727258922498603,30.337406182184022
,"Wallberg Herrenabfahrt",,expert,1,2429.144763763974,18.387211195779376,33.61013401964674
Val Cenis Vanoise,"Les Terres Grasses",,novice,5,1196.7645811135853,6.784538597192555,12.452225770447168
Skigebiet Lienz - Zettersfeld,"Wartschenbrunn",,intermediate,1,449.65726821130755,10.42076048422802,13.110058258274782
,"Strada forestale Tognola",,easy,1,381.66616739599567,10.492599347949138,17.076393323690404
,"Braunkogel",,easy,1,716.7532547764837,9.162269446113935,18.412513465335184
,"Luc Alphand",,advanced,1,30.006233358932107,3.754039375619449,0.0
,"CampoScuola - Lago della Ninfa",,novice,1,131.4456548269995,0.0,0.0
Le Grand Massif,"Almandine",,intermediate,1,614.4740209500736,18.04706071689683,28.259283080794496
,"Steilhangabfahrt",,intermediate,1,661.2231312276642,10.727303762983324,19.37349811279913
Queyras - Ceillac,"Sainte-Anne",,easy,1,2111.351368917287,10.118741943001764,19.899618829713734
,"Sandiger Boden",,intermediate,1,831.4676785863254,16.165874982312324,23.88340197294248
Nassfeld,"Felsenköpfel-Abfahrt",,intermediate,1,311.83393024295293,14.455817228502676,28.897501728612664
Kitzbühel,"Trattenbach",,intermediate,4,2302.914360135248,8.487276989430033,21.424383533743075
,"Bronner noire",,advanced,1,552.9113422943344,18.0165697173383,25.999096171641025
Serfaus Fiss Ladis,"Frommesabfahrt",,intermediate,2,546.3153785676874,7.100632574517042,13.555841220115628
,"Penken Familienabfahrt",,easy,3,1023.9881636811415,4.408323781304574,10.82168353266323
Galsterberg,"Maresihang",,intermediate,1,221.55871312770066,12.825726156687692,17.470843473965623
Puy-Saint-Vincent,"Coqs",,intermediate,1,1068.2256604675763,16.404060472820124,23.84462727324495
Chamonix Mont-Blanc,"Col de Voza",,intermediate,1,1046.041307825941,12.82299541020903,22.468567888800393
St. Anton am Arlberg,"Fang",,advanced,1,1548.4480356584736,18.62814579845697,30.75065130645788
Alpe d'Huez Grand Domaine,"Les Poussins",,novice,1,855.5263569106739,7.827208198029733,19.19109013151441
,"Kinderland Schweizerische Schneesportschule Davos",,novice,1,59.133368815669655,5.561056987182166,0.0
Les Trois Vallées,"Boulevard des Girauds",134,easy,1,1611.354683549467,5.668101460886772,16.25385044825933
Skigebiet Heiligenblut - Grossglockner,"8 Viehbühel",,easy,1,1251.1254817829802,8.553535627219008,16.077562347977636
Warth-Schröcken,"Große Mulde",W27,advanced,1,299.89419674971555,12.416967773385235,15.780961509499852
Area Sciistica Cerreto Laghi,"Pista 0",,intermediate,1,1168.143064921923,0.0,0.0
Alpe d'Huez Grand Domaine,"Retour 1800",,novice,1,339.45960564797747,4.289771649182746,6.544089850810692
Espace Diamant (Les Saisies),"Gueux",,advanced,1,401.5107601711352,17.71632110291044,32.145957781924174
Chamonix Mont-Blanc,"Les pentes du Rognon",,freeride,1,1628.1269552861002,18.958835919195096,36.50642264422938
Serlesbahnen,"6 Kinderland",,easy,1,239.1147811888464,15.126613174206316,19.968428777682607
Châtel,"Pré La Choux",,intermediate,1,2360.7607432606583,15.80135864714783,27.345825959787838
La Plagne,"Loup Garou",,easy,1,685.4826532283453,10.231798046381394,16.78648521947408
Châtel,"Les Blattins",,easy,1,466.2243238499077,6.750340017613106,14.526094071656221
,"Hochsitz",,intermediate,1,452.6740730656336,6.58923666332181,19.149544543468853
Les Gets - Morzine,"Reine des Pres",,easy,1,1016.690741425014,9.327087276093584,17.63642427625698
,"Champ Roulon",,easy,1,1734.4605010245743,5.5219629672553285,17.083840198654386
Wagrain,"Buchauabfahrt",,intermediate,5,2497.5259220168205,14.505522076337785,27.119855744585717
Metabief - Mont d'or,"Gentiane",,easy,1,1257.2621817464349,9.417422600792744,18.976283859752833
,"Scuola Sci Nordico",,,0
Les Karellis,"Crêtes",,advanced,1,1030.2495971973258,20.257059015044998,32.78536009946342
Les Portes du Mont-Blanc,"Prés",,easy,2,1031.510316962032,9.982969143976222,20.844694075349967
,"Skiweg Costa D'Agra",,easy,1,1330.4018395913433,3.8866838670365556,15.415131304118624
Sljeme,"Crveni spust",,intermediate,2,1075.055732496459,15.448290154131406,26.68104273096651
,"Grand Truc",,intermediate,1,1571.5072622315315,12.610750748057647,24.214621752207623
,"Talabfahrt Fellhorn",,advanced,1,529.2029898981559,16.402323137786087,28.255003394350762
Le Grand Massif,"Stade",,intermediate,1,321.29407030443775,14.175802493510039,22.654623177036573
Pralognan-la-Vanoise,"Arolles",,intermediate,1,384.1973329208042,16.48908359570555,22.878020826654055
,"Morteratsch Gletscherabfahrt",,freeride,1,4849.370558209894,10.357875345652445,25.797133138146066
Pralognan-la-Vanoise,"Marmottes",,novice,1,55.82661572536775,2.4398286391739687,0.0
Stubaier Gletscher,"6 Windachferner",,easy,1,480.877308390959,11.072579874163065,18.241509740902497
Warth-Schröcken,"Holzboden",28,intermediate,1,331.9818115299508,22.173366810194114,34.285861044367465
Wagrain,"Sonntagskogel II",,intermediate,2,544.4179635202761,11.93377920363699,18.34675405104051
Alpe d'Huez Grand Domaine,"Chemin du Pâtre",,easy,2,1807.5099999629429,9.994065397454792,18.948357453723425
,"Tétras",,easy,1,456.99229517498986,9.21769060904345,14.977886528058987
Chamonix Mont-Blanc,"Chamois",,freeride,1,866.136329741974,14.051168635180337,26.59709658381152
,""K"",,easy,1,1716.3481776175595,11.312078878088236,21.638447735488253
,"Renad",,novice,1,351.8753544061091,9.179873778409977,17.804173278636057
SkiWelt,"Abfahrt Hochlechen",,intermediate,1,1359.5080129409878,10.968791101945838,20.519852112648387
Les Trois Vallées,"Piste des Inuits",,novice,1,1011.2378442931678,7.730168498804136,17.297255765854192
,"Übungshang Tellerlift",,easy,1,275.212523590952,8.1005921834688,11.813725653434428
Le Grand Massif,"Zéolite",,easy,1,970.5228040498947,5.992582023381143,24.456238026910658
Queyras - Molines/Saint-Véran,"Le Forest",,novice,1,1327.7755580975424,5.419795911501521,19.7671267649015
Skiregion Dachstein West,"Ochsenkopf, Falmbergabfahrt",,easy,1,277.06470311930843,7.273181159389729,12.26983697500632
,"speedstrecke",,intermediate,1,165.9350578784066,16.865387802881223,20.367481407866883
Kappl,"Gongallabfahrt",2,intermediate,1,629.0819691812655,13.888759370025209,25.596694859157672
Les Arcs / Peisey-Vallandry,"Vers Crêtes",,freeride,1,390.36382787524894,3.058825517941982,8.636132237400739
Zell am See,"Rodeo - Buckelpiste",,expert,1,632.1949699586985,13.340274690153525,29.059840037634476
,"Hohmatti",,intermediate,1,1353.44908182762,11.915344821596227,20.75749637669944
,"Petersbründl-Trainingspiste",,intermediate,1,686.6944490077803,14.139565389475537,23.109045940911766
Chamonix Mont-Blanc,"Verte 2000",,novice,6,256.28816276952995,8.821678870051194,16.93039693638147
Isola 2000,"Boulevarde",,novice,1,1581.9856012396367,7.671213783554077,16.776984031649565
Espace Diamant (Les Saisies),"Challiers",,novice,1,594.4617953376444,5.239885801450255,8.839395103035429
,"Les Eyssalps",,novice,2,952.6185223960873,7.678043575052923,20.080247910631435
Area Sciisitica Febbio - Rescadore,"Muro Rescadore",,intermediate,1,293.723596983452,0.0,0.0
,"Prafiorì",,intermediate,1,2096.7877116614304,12.939582971411042,23.39396269864665
La Plagne,"Maignonne",,intermediate,1,347.4300976397496,13.984021114416118,26.266601831799395
,"Ziehweg Adlerlifte - Ramsau",,easy,1,478.0387894228381,5.040541639185243,10.58395562833808
,"Le S",,easy,2,827.2580893739141,13.802919020887327,20.391694338578954
,"Testa Grigia",,intermediate,1,1282.360308855618,8.884042845912484,19.201952861426303
,"64 Netzpiste",,easy,1,454.9589123878219,16.754122713937875,22.49672336287218
,"Glüna",,advanced,3,819.8449131986924,10.819821356113668,23.53302017709494
,"",60,intermediate,1,548.103167426219,16.475819082682456,24.53491388645237
,"Corviglia Run",,intermediate,4,2430.8415993696085,15.267926520366284,28.210644537233602
,"27 Slalomhang Crappa Grossa",,intermediate,1,520.4301532000823,17.679410337126374,26.80302764769311
,"Costa",30,easy,1,628.3195131728478,5.9651105376388225,15.269682003019435
Serre-Chevalier,"Pré Chabert",,novice,1,327.6522823494083,5.401220313283113,7.798097570856786
,"Les Fadas",,novice,1,745.4031846064663,9.370825731232069,19.07391905931671
Hauser Kaibling,"Die Schönste",,advanced,1,625.9635815184245,18.648073105581123,27.80301971261793
Abondance,"Retour village",,intermediate,1,1943.204564862091,12.322993885200606,24.182977632315648
Vars,"Ecureuil",,easy,1,1135.5736173079276,11.477145379562643,23.402052562897257
Espace Killy,"Moraine",,intermediate,1,1776.4780869544388,12.009415791937894,23.373205609526305
,"junction",,easy,1,73.33955742911989,3.6853999711231484,0.0
,"Chemin de l'Abrau",,easy,1,824.1533216500466,4.645355795146451,13.725118010899964
,"Les Hommes",,advanced,1,1543.5040140742244,12.204271606583617,35.46815316904518
Sainte-Foy Tarentaise,"Natur’ Morion",,advanced,1,772.8339208244197,19.415805241956356,35.77934355534102
Isola 2000,"Chamois Chapland",,easy,1,2622.0286835170605,9.36577467185831,21.806026449008712
,"Talabfahrt Bramberg",,intermediate,1,290.4669823245111,16.029373109317707,25.671723823063726
,"Granges",,easy,1,675.0950565284736,12.66523428844725,23.684771099620157
Les Portes du Mont-Blanc,"Les Chars",,intermediate,1,1002.1949852330314,12.666928011198957,18.328243895890086
,"5b",,easy,1,1098.3701150406735,6.759983671644746,12.977819631027089
Saint-Luc - Chandolin,"Illhorn",,intermediate,1,1403.9624421303895,14.79023529977295,25.603180183164447
Schigebiet Forsteralm,"Schiweg 9 - 12",,easy,1,337.90511764858593,5.039383281619301,15.286278136669244
,"58",,intermediate,1,731.7441827688607,6.5252776790893785,17.6944090235208
,"8",,intermediate,1,1248.1341406022962,10.481531235859412,24.621511048739023
Les Gets - Morzine,"Mouflon",,advanced,1,1229.5044068871198,17.667063078984025,29.284013287451074
Skigebiet Kasberg Grünau,"Farrenauhang",,easy,1,546.3758604440976,7.320085734058277,12.739504106905878
,"",54,advanced,1,488.83523248227874,19.076733837884102,30.3408177622041
,"2",,intermediate,1,642.053374143998,10.964782482416492,19.427609655872843
Saas Fee,"National",,freeride,1,985.0881220632145,18.76330157557073,27.758396688800467
Skigebiet Gastein,"Angertalabfahrt",,intermediate,1,156.641372938234,20.449394881603276,25.208186161732595
Valberg,"Mouflons",,intermediate,1,1160.846158301397,13.143588129883433,22.54690510053438
Skigebiet Fageralm,"Boardercross",,intermediate,1,844.1114045469408,8.92481375901372,15.613454111830155
,"Livade",,easy,2,367.69254844092364,6.175939742365637,10.8308200178989
,"Erte alta",,intermediate,1,1069.8486483171746,12.574443930342241,19.67721402648073
Megève,"Chattrix",,easy,1,1316.7864004381722,10.61167151928581,21.253369682558283
,"Chevreuil",,easy,1,1318.453383128916,10.08607908471979,24.760084868420755
La Plagne,"Liaison tracé de l'ancien téléski des Leitchoums",,freeride,1,227.1711028910958,10.843820237934258,13.58487072369235
,"Bêche",,advanced,1,553.6224659829086,19.37670168546964,27.75383622743422
Zell am See,"Ketting Route",,expert,1,954.7903492759838,17.914561488977807,25.373366925034826
La Plagne,"Grande Pente",,advanced,1,1067.9999876173495,15.755683062304048,32.21507849618985
Puy-Saint-Vincent,"Écureuils",,easy,1,578.6202662080626,12.466917476313492,22.63351162525003
Vars,"Pré du Bois",,easy,1,1956.4597670575552,9.754513973694365,21.485772950118154
Le Grand Massif,"Tourmaline",,easy,1,2498.54506106974,10.856589289483818,20.800709684273315
,"Hors-pistes du Blanchon",,freeride,1,2022.2612087065124,11.426878527611152,27.5158358150506
,"3 Hüttenabfahrt",,advanced,1,684.5557848837781,18.74023764996662,28.792388880089376
Queyras - Ceillac,"La Bergerie",,easy,1,331.10269916407526,10.944846935185744,16.36564836338444
Le Collet d'Allevard,"Dahu",,easy,2,2100.096078705173,9.530675401807066,18.751160117204495
Espace Diamant (Les Saisies),"Choucas",,easy,1,619.1162182477588,7.607274869337185,10.942703018211038
Stubaier Gletscher,"9 Daunenhang",,intermediate,2,1773.6845409582895,11.09355248909668,23.53629850878179
Nauders Bergkastel,"25 Almtäler Abfahrt",,expert,1,549.5762236488522,20.35468233016612,29.5234234288756
,"Champ Bellet",,novice,1,410.39494598063374,6.293393450965425,12.896445125821772
Le Grand-Bornand,"La Combe de la Tolar",,intermediate,1,1174.2059549602543,16.199246933227712,27.612838925207157
Galibier-Thabor,"Gerboise",,intermediate,1,1496.9971099331945,14.13346898700138,21.91892028613616
Sainte-Foy Tarentaise,"Le Toboggan",,intermediate,1,1174.7330229721547,11.733157236121478,21.21334551251167
,"Tre Picchi",,intermediate,1,1651.7839509577275,12.41300208884901,31.44945158478671
Les Deux Alpes,"Fée 1",,easy,1,3338.824969211908,7.8259664904891295,25.460559160197718
Serre-Chevalier,"École Chanteloupe",,novice,1,252.32741752959794,3.152955595938079,7.993164938732919
,"Blanchot",,intermediate,1,558.4343730698082,15.018400935068996,26.192535654811103
Nassfeld,"FIS-Abfahrt",,intermediate,1,2192.9453749448635,13.834823754625097,26.50525781919258
Les Trois Vallées,"Arolles",,easy,1,1637.16088505043,10.534354741577149,16.452096503552344
Les Gets - Morzine,"Tulipe",,intermediate,1,1730.7791308289973,13.17734138596303,22.742900558959647
,"Vallone 5",,advanced,1,732.5242045497841,15.168414450473342,27.922487947527028
,"Edgar",,advanced,1,316.40681141124327,27.05180944338554,35.550420520570306
Pralognan-la-Vanoise,"Retour Centre",,novice,1,529.3317730517591,0.9605451847447299,9.361922688780467
La Plagne,"La Frête",,easy,1,1161.682472933441,10.106230917562371,17.969230804794165
Borno,"Pagherola",,easy,1,1225.2585497279488,10.955837995214345,22.40436365442702
Skigebiet Golzentipp/Obertilliach,"Piste 1",,intermediate,0
Kitzbühel,"Golf",,freeride,1,2491.688478175094,10.701627910786536,27.597010843431583
